city,latitude,longitude,additional_info,address,area,guest_recommendation,hotel_description,hotel_facilities,hotel_star_rating,property_name,property_id,property_type,province,review_count_by_category,room_area,room_facilities,room_type,site_review_count,site_review_rating,site_stay_review_rating,state,uniq_id
Alappuzha,9.497209399,76.31804839,Room Service|Free Internet,"Cullen Road, Near Vijay Park",Others,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability. Any early check-in or late check-out request must be reconfirmed with hotel directly.,Doctor on Call|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|Power Backup|Taxi Services|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Suites,0,Thoms Homestay,HTLGBO1000067530,Homestay,Alappuzha,,,"Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Makeup / Shaving Mirror|Split A.C's|TV|Mirror|Bedside Table|Curtains/Shades|Daily Room Cleaning|Dustbins|In-room Storage Space|Room with Window/Ventilation|Rooms with Attached Bathrooms",Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,231645797cd3a78907f8ed6f6fec353b
Idukki,9.8138076,76.9297354,,"The shade Munnar, Chitirapuram (P.O) Powerhouse - Kunjithanny Road, Idukki, Kerala Pin 685565",Kunjithanny Road,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Air-Conditioning - Central|Power Backup|First-Aid Kit at Front Desk,2,THE SHADE,HTLGBO1000058388,Lodge,Idukki,,,"Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Mirror|Dressing Area|Luggage Rack|Attached Bathroom|Closet|Daily Room Cleaning|Dustbins",STANDARD ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,6c4b5f529daeb29f6714c748e52dd982
Munnar,10.052973,77.0731339,Room Service|Internet Access|Free Internet,"Pallivasal P.O, 2nd Mile, Munnar, Idukki District",Pallivasal,54,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Compulsory CHRISTMAS and NEW YEAR EVE SUPPLEMENTARY CHARGES @ Rs.2000/ PER PERSON WITH GALA DINNER AND EVE PROGRAMS AND ARE APPLICABLE FOR CHILDREN AGED ABOVE 6 YEARS which shall be collected at the time of Check/in. No check/in shall be allowed without the said charges.  In case of a no show or cancellation of a guaranteed reservation the hotel reserves the right to levy retention charges for the entire stay. In the unlikely event of our inability to accommodate you despite your holding guaranteed reservation we will arrange alternate accommodation and transport to you at our cost.,Barbecue Area|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Luggage Storage|Medical Assistance Available|Power Backup|Gardens|Separate Sitting Area|Safari|Nature Walk| Bike on Rent|Extra Person / Child - Share the same room|Taxi Services|Campfire / Bon Fire|Internet Access Free|Baggage Room|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility|Room Service|Ayurvedic Facilities |Trekking|Fire Safety|CCTV|Pest Control Facility,2,The View,HTLGBO1000019710,Hotel,Munnar,positive reviews::5|critical reviews::6|reviews with images::2,,"Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Shower Facility Available|Reading Lamps|Mineral Water|Premium Beddings / Hypo-Allergenic | Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Primium Bathrooms|Premium Amenities / Toiletries",Deluxe Room,11,2.9,Service Quality::2.7|Amenities::2.5|Food and Drinks::2.4|Value for Money::2.6|Location::3.4|Cleanliness::2.4,Kerala,e29110948fea9bd4828ad6a55cd75ea6
Ernakulam,9.966438396,76.29777488,Room Service|Restaurant|Free Internet,"SA Road, Near GCDA, Kadavanthara",Ernakulam,76,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid ID proof is mandatory at the time of check in,"Airport Transfer Available / Surcharge|Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Power Backup|Multi Lingual Staff|Wake-up Call / Service|Conference Facility |Smoking Rooms|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Extra Person / Child - Share the same room|Car Rental|Express Laundry|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|RO Water Purification System|Outdoor Parking - Secured|Parking Facility",2,Tri-Star Regency,HTLGBO1000009825,Hotel,Ernakulam,positive reviews::27|critical reviews::12|reviews with images::4,,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone|Shower Facility Available| Hot / Cold Running Water|Housekeeping|Breakfast Available|Toiletries|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Moisturiser|HD / LCD Satellite TV |Split A.C's|TV|Mirror|Luxurious Feather Mattresses|Luggage Rack|Attached Bathroom,Premium Room,39,3.4,Service Quality::3.3|Amenities::3.2|Food and Drinks::3.7|Value for Money::3.4|Location::3.4|Cleanliness::3.6,Kerala,575b77396f0ffc59aa80e3db22aa45a3
Kochi,9.964525,76.2408217,,"Ridsdale Rd, Fort Kochi, Kochi, Kerala 682001",Fort Kochi,,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Doctor on Call|Parking Facilities Available|Front Desk|Medical Assistance Available|Public Restrooms,0,TRINITY HOTEL,HTLGBO1000060460,Hotel,Kochi,,,"Room Service |Air Conditioning |Basic Bathroom Amenities|Telephone|Newspapers| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries",DELUXE ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,3389ecedce11bb6641d90bd8793b236a
Wayanad,11.6137043,76.1970685,Room Service|Restaurant,"Odavayal,Ambalavayal",Sulthan Bathery,90,The standard check-in time is 01:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.,Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Power Backup|Gardens|Room Service (24 Hours)|Parking Facility,3,The Willow Resorts,HTLGBO1000014348,Resort,Wayanad,positive reviews::51|critical reviews::4|reviews with images::17,15 X 15 Sq.ft.,Ceiling Fan|Shower Facility Available|Primium Bathrooms|Second Bathrooms|TV|Extra Toilteries on Demand|Modern Toilet Facilities|Western Toilet Seat,Two Bedroom Villa,55,4.5,Service Quality::4.5|Amenities::4.4|Food and Drinks::4.3|Value for Money::4.5|Location::4.2|Cleanliness::4.3,Kerala,63132701543dd7c3aaad39c2bb975306
Kottayam,9.592334088,76.4246265,Room Service|Gym/Spa|Swimming Pool|Restaurant,"V 235 A1 to A54, Karottukayal Kumarakom, Kottayam",Sreenivasa Iyer Road,85,The standard check-in time is 03:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Note: This is to keep you inform that there will be no alcohol served in hotel on 1st of every month. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Swimming Pool|Bar / Lounge |Business Center |Currency Exchange|Gift Shop |Health Club / Gym Facility Available|Multi Cuisine Restaurant |Coffee Shop / Cafe|Conference Facility,5,"The Zuri Kumarakom, Kerala Resort &amp; Spa",HTLGBO1000000957,Resort,Kottayam,positive reviews::26|critical reviews::2|reviews with images::5,,Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Telephone|Safe - In - Room,Zuri Lagoon Room,28,4.2,Service Quality::4.1|Amenities::4.2|Food and Drinks::3.9|Value for Money::4.1|Location::4.5|Cleanliness::4.3,Kerala,86151f69dcb8130a70f761ed96d12096
Kochi,10.00516657,76.30589237,Room Service|Gym/Spa|Swimming Pool|Restaurant,"PB No. 2310,Palarivattom",Ernakulam,84,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly ****Compulsory Supplement Charges to be Paid ***** Mandatory New Year Gala Dinner Charges on 31st Dec at Rs. 4500 per couple,Rs. 2500 per person,Rs. 1250 Per Child,to be paid at the hotel directly at the time of Check in There will be season hike for Oct/Nov/Dec Rs.1000 per Room/Per night will be payable directly at the hotel at the  time of check-in",Swimming Pool|Bar / Lounge |Business Center |Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Room Service (24 Hours)|Outdoor Parking - Secured,4,The Renai Cochin,HTLGBO1000003537,Hotel,Kochi,positive reviews::29|critical reviews::3|reviews with images::4,,Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone| Hot / Cold Running Water,Superior Room,32,4.1,Service Quality::4.0|Amenities::3.8|Food and Drinks::4.3|Value for Money::3.9|Location::4.2|Cleanliness::4.1,Kerala,4744fdd3dfd14c81ba359955d93a5e0b
Ernakulam,9.983870263,76.27740713,Room Service|Internet Access|Gym/Spa,"Panakkal Tower, 40/5340, Market Road, Near Saritha Theatre, Ernakulam-682035",Ernakulam,100,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others.",Dry Cleaning|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Front Desk|Non Smoking Hotel|Major Credit Cards Accepted|24 Hour Front Desk|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Food Facility|Newspapers In Lobby|Internet Access|Room Service|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Public Restrooms|Security at All Hotel Entrances,2,Treebo Mart View,HTLGBO1000038214,Hotel,Ernakulam,positive reviews::1|critical reviews::0|reviews with images::1,24 X 10 Sq.ft.,Room Service |Air Conditioning |Toiletries|HD / LCD Satellite TV |Mini Refrigerator|Attached Bathroom,Standard Room,1,5,Service Quality::5.0|Amenities::5.0|Food and Drinks::5.0|Value for Money::5.0|Location::5.0|Cleanliness::5.0,Kerala,b9228a3501f88675c19be581384d656e
Alappuzha,9.4980667,76.3388484,,2nd floor municipal library shopping complex  Alappuzha kerala,Others,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Like the policy for : We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Games Zone|Gift Shop |Golf Course|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Library|Lift / Elevator|Lobby|Night Club|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Private / Plunge Pool|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Non Smoking Hotel,0,"Tours To Kerala ,premium Houseboat",HTLGBO1000061650,Houseboat,Alappuzha,,,Room Service |Air Conditioning |Alarm Clock|Balcony / Terrace|Bathrobe (on request) |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Clothes Dryer|Crockery / Cutlery|Ensuite / Private Bathroom|Hairdryer (on request)|Heating Facility (on request) |Iron / Ironing board available|Tea Coffee Kettle / Maker|Full Kitchen|Kitchenette|Microwave Oven Available |Mini bar - On Charge |Internet Connection In Room|Radio|Refrigerator|Shared Bathroom|Stove / Oven|Telephone|Toaster|Voicemail|Washing machine|Remote Controlled Lights and Fan|Shower Facility Available|Breakfast Available (surcharge)|Newspapers|Reading Lamps,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,577d64d8ec7e8cbdcee3dabe6ad7cbbf
Thekkady,9.6110288,77.1661768,Room Service|Internet Access|Restaurant|Free Internet,"Puthenparambil house,Thekkady(P.O)",Kumily,100,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check-in time is 14:00pm if you want check earlier we will help you to get rest on our site. Nothing to worry it's all up to the customer. It is your home. It is mandatory for guests to present valid photo identification at the time of check-in. According to government regulations, a valid Photo ID has to be carried by every person above the age of 18 staying at the hotel. The identification proofs accepted are Driving License, Voter ID Card, and Passport. Without valid ID the guest will not be allowed to check-in. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.","Airport Transfer Available / Surcharge|Doctor on Call|Non Smoking Rooms|Parking Facilities Available|Non Smoking Hotel|Local Tour / Travel Desk|Medical Assistance Available|Suitable For Children|Access Via Exterior Corridors|Kitchen available (home cook food on request)|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Veranda|Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Food Facility|Family Room| Cook Services|Guide / Sightseeing Service|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Ayurvedic Facilities |Trekking",2,Thekkady homestay,HTLGBO1000055880,Homestay,Thekkady,positive reviews::3|critical reviews::0|reviews with images::0,17 X 12 Sq.ft.,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Breakfast Available (surcharge)| Hot / Cold Running Water|Window Opens|Wardrobe|TV|Mirror|Attached Bathroom|Daily Room Cleaning|Dustbins|Sufficient Lighting,Standard Room with Accommodation Only,3,4.7,Service Quality::4.7|Amenities::4.1|Food and Drinks::4.6|Value for Money::4.1|Location::4.1|Cleanliness::4.6,Kerala,e894b0fc22ac2fe5cfbd3ce073b08d79
Alappuzha,9.4980667,76.3388484,,2nd floor municipal library shopping complex  Alappuzha kerala,Others,,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly It is mandatory for guests to present valid photo identification at the time of check-in. According to government regulations, a valid Photo ID has to be carried by every person above the age of 18 staying at the hotel. The identification proofs accepted are Driving License, Voter ID Card, and Passport. Without valid ID the guest will not be allowed to check-in.",Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Family Room|Room Service (24 Hours)|RO Water Purification System,0,"Tours To Kerala ,Deluxe Houseboat 2 Bed Room",HTLGBO1000061664,Houseboat,Alappuzha,,10 X 10 Sq.ft.,Room Service |Basic Bathroom Amenities|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Desk in Room|Window Opens|Mirror|Attached Bathroom|Dustbins|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,4d491757e4dd54ab42b6f77cc6827499
Munnar,10.0414366,77.1778549,Room Service|Internet Access|Gym/Spa|Restaurant,"Chinnakanal, Munnar",Chinnakanal,84,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly *****Compulsory Supplement charges to be paid directly to the hotel at the time of Check in******* Mandatory New Year Christmas/Gala Dinner Charges on 31st Dec at Rs.3750 per Couple over and above season hike and the normal rates. Peak season hike (Oct/Nov/Dec) Rs.2500 per room/per day will be chargeable at the hotel at the time of Check-in Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,"Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Ballroom|Banquet Facilities|Barbecue Area|Billiards|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Games Zone|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Library|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Spa On Site - Chargeable|Table Tennis|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Wedding Services Facility|Translation Services|Exhibit Space|Wake-up Call / Service|Fitness Equipment|Suitable For Children|Separate Sitting Area|Grocery|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|Disabled Friendly Rooms|Fax Machine|Electronic / Magnetic Keys|Fire Place Available |Picnic Area|Jacuzzi|Wheelchair Accessibility - Room|Pool Table|Massage Services |Safari|Boating|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Veranda| Bike on Rent|Veg / Non Veg Kitchens Separate |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Kids Play Zone|Meditation Room|Water Dispenser Available|Taxi Services|Mini Theatre|Board Room|Amphitheatre|City Shuttle Service|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Newspapers In Lobby|Yoga Hall / Classes|Children's Park|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Spa Services Nearby| Cook Services|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Courtesy Coach|RO Water Purification System|Parking Facility|Internet Access",4,The Siena Village,HTLGBO1000000952,Hotel,Munnar,positive reviews::118|critical reviews::5|reviews with images::28,550 X 100 Sq.ft.,"Room Service |Alarm Clock|Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Crockery / Cutlery|Ensuite / Private Bathroom|Hairdryer (on request)|Heating Facility (on request) |Iron / Ironing board available|Tea Coffee Kettle / Maker|Kitchenette|Mini bar - On Charge |Internet Connection In Room|Refrigerator|Telephone|Remote Controlled Lights and Fan|Shower Facility Available|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Makeup / Shaving Mirror|Climate Control|Sofa Cum Bed Available|Slippers|Primium Bathrooms|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Safe - In - Room |Fruit Basket|Safe (on request)|Hill View from all Rooms|Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |International Switch Plugs (on request)|Sandwich Maker|Soft Bar|TV|Room Heater|Bathrobes|Mirror|Luxurious Feather Mattresses|Mini Refrigerator|Stationery Kit|Dressing Area|Luggage Rack|Attached Bathroom",Deluxe Room,123,4.6,Service Quality::4.5|Amenities::4.4|Food and Drinks::4.4|Value for Money::4.5|Location::4.6|Cleanliness::4.6,Kerala,9983dd390eb84eb2d6fd0642018233be
Wayanad,11.59015125,76.03875068,Room Service|Internet Access|Swimming Pool|Restaurant,"Annapoorna Estate, Survey No. 40/ 2B, Resurvey No. 330/1, Achoornam Village, Vythiri Taluk, Wayanad District, Kerala",Vythiri,76,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Rooms are subject to availability. The guest must be carrying a valid voucher with clear payment details ratified by the reservations failing which the guest is liable to be charged directly without notice.,Swimming Pool|Banquet Facilities|Basketball Court |Billiards|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Games Zone|Laundry Service Available|Lobby|Parking Facilities Available|Private / Plunge Pool|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Welcome Drinks|Power Backup|Gardens|Wedding Services Facility|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Conference Facility |Fax Machine|Electronic / Magnetic Keys|Massage Services |Nature Walk|Smoking Area |Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Express Laundry|Kids Play Zone|Badminttion Court|Board Room|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Newspapers In Lobby|Party hall|STD / ISD|Baggage Room|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility|Internet Access |Restaurant|Room Service|Ayurvedic Facilities |Trekking|Fire Safety|Recreation Zone|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Suites,4,The Windflower Resorts &amp; Spa,HTLGBO1000002230,Resort,Wayanad,positive reviews::25|critical reviews::1|reviews with images::8,12 X 12 Sq.ft.,"Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Shower Facility Available|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Blackout Drapes|Handheld Showers|Safe - In - Room |Hill View from all Rooms|Coffee Table|Wardrobe|Split A.C's|International Switch Plugs (on request)|TV|Bathrobes|Mirror|Custom Duvets / Linen|Mini Refrigerator|Movies &amp; Games on demand|Stationery Kit|Dressing Area|Luggage Rack|Attached Bathroom|Closet|Bedside Table|Clothes Hook in Bathroom|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Extra Toilteries on Demand|Ice Bucket on Demand|In-room Storage Space|In-Room Safe|Modern Toilet Facilities|Rooms with Attached Bathrooms|Sanitary Bin|Western Toilet Seat",Suite Room,26,4.5,Service Quality::4.7|Amenities::4.6|Food and Drinks::4.4|Value for Money::4.4|Location::4.5|Cleanliness::4.5,Kerala,093093b9f2a085380690dd30ae967a3e
Thrissur,10.594928,76.045321,Internet Access,"Inner Ring Road, Near Temple Pond, East Nada, Guruvayur, Kerala 680101","Ring Road, East Nada, Guruvayur",,The standard check-in time is 02:00 PM and the standard check-out time is 02:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances 1.   not allowed unmarried couple 2.   not allowed local person 3.   not allowed room for drinking and gambling porpose. 4.   allow married couple if they show both i.d proof.,Concierge|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk,0,The Vyshakh International Hotel,HTLGBO1000078168,Hotel,Thrissur,,,Room Service |Air Conditioning |Alarm Clock|Balcony / Terrace|Bathrobe (on request) |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Mineral Water|Attached Bathroom,Deluxe room NON AC,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,0722332d63c78823a3133ba01871a5cd
Alappuzha,9.4980667,76.3388484,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant,2nd floor municipal library shopping complex  Alappuzha kerala,Others,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Like the policy for : We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Games Zone|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Library|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Private / Plunge Pool|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Non Smoking Hotel|Spa On Site - Chargeable|Solarium|Squash court|Table Tennis|Tennis Court|Local Tour / Travel Desk|Valet service|Hookah Lounge|Major Credit Cards Accepted|24 Hour Front Desk,0,"Tours To Kerala ,Deluxe Room For 4, Houseboat",HTLGBO1000061680,Houseboat,Alappuzha,,,"Room Service |Air Conditioning |Alarm Clock|Balcony / Terrace|Bathrobe (on request) |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Clothes Dryer|Crockery / Cutlery|Ensuite / Private Bathroom|Hairdryer (on request)|Heating Facility (on request) |Iron / Ironing board available|Tea Coffee Kettle / Maker|Full Kitchen|Kitchenette|Microwave Oven Available |Mini bar - On Charge |Internet Connection In Room|Radio|Refrigerator|Shared Bathroom|Stove / Oven|Telephone|Toaster|Voicemail|Washing machine|Remote Controlled Lights and Fan|Shower Facility Available|Breakfast Available (surcharge)|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Premium Beddings / Hypo-Allergenic |Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Attached Bathroom",Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,97ac8dec4994aba672973de971cba869
